5.	0.	0
5.	0.1	0
5.	0.2	0
5.	0.3	0
5.	0.4	0
5.	0.5	0
5.	0.6	0
5.	0.7	0
5.	0.8	0
5.	0.9	0
5.	1.	0
5.	1.1	0
5.	1.2	0
5.	1.3	0
5.	1.4	0
5.	1.5	0
5.	1.6	0
5.	1.7	0
5.	1.8	0
5.	1.9	0
5.	2.	0
5.	2.1	0
5.	2.2	0
5.	2.3	0
5.	2.4	0
5.	2.5	0
5.	2.6	0
5.	2.7	0
5.	2.8	0
5.	2.9	0
5.	3.	0
10.	0.	0
10.	0.1	0
10.	0.2	0
10.	0.3	0
10.	0.4	0
10.	0.5	0
10.	0.6	0
10.	0.7	0
10.	0.8	0
10.	0.9	0
10.	1.	0
10.	1.1	0
10.	1.2	0
10.	1.3	0
10.	1.4	0
10.	1.5	0
10.	1.6	0
10.	1.7	0
10.	1.8	0
10.	1.9	0
10.	2.	0
10.	2.1	0
10.	2.2	0
10.	2.3	0
10.	2.4	0
10.	2.5	0
10.	2.6	0
10.	2.7	0
10.	2.8	0
10.	2.9	0
10.	3.	0
20.	0.	0
20.	0.1	0
20.	0.2	0
20.	0.3	0
20.	0.4	0
20.	0.5	0
20.	0.6	0
20.	0.7	0
20.	0.8	0
20.	0.9	0
20.	1.	0
20.	1.1	0
20.	1.2	0
20.	1.3	0
20.	1.4	0
20.	1.5	0
20.	1.6	0
20.	1.7	0
20.	1.8	0
20.	1.9	0
20.	2.	0
20.	2.1	0
20.	2.2	0
20.	2.3	0
20.	2.4	0
20.	2.5	0
20.	2.6	0
20.	2.7	0
20.	2.8	0
20.	2.9	0
20.	3.	0
20.	0.	0
20.	0.1	0
20.	0.2	0
20.	0.3	0
20.	0.4	0
20.	0.5	0
20.	0.6	0
20.	0.7	0
20.	0.8	0
20.	0.9	0
20.	1.	0
20.	1.1	0
20.	1.2	0
20.	1.3	0
20.	1.4	0
20.	1.5	0
20.	1.6	0
20.	1.7	0
20.	1.8	0
20.	1.9	0
20.	2.	0
20.	2.1	0
20.	2.2	0
20.	2.3	0
20.	2.4	0
20.	2.5	0
20.	2.6	0
20.	2.7	0
20.	2.8	0
20.	2.9	0
20.	3.	0
100.	0.	0
100.	0.1	0
100.	0.2	0
100.	0.3	0
100.	0.4	0
100.	0.5	0
100.	0.6	0
100.	0.7	0
100.	0.8	0
100.	0.9	0
100.	1.	0
100.	1.1	0
100.	1.2	0
100.	1.3	0
100.	1.4	0
100.	1.5	0
100.	1.6	0
100.	1.7	0
100.	1.8	0
100.	1.9	0
100.	2.	0
100.	2.1	0
100.	2.2	0
100.	2.3	0
100.	2.4	0
100.	2.5	0
100.	2.6	0
100.	2.7	0
100.	2.8	0
100.	2.9	0
100.	3.	0
5.	0.	1
5.	0.1	1
5.	0.2	1
5.	0.3	1
5.	0.4	1
5.	0.5	1
5.	0.6	1
5.	0.7	1
5.	0.8	1
5.	0.9	1
5.	1.	1
5.	1.1	1
5.	1.2	1
5.	1.3	1
5.	1.4	1
5.	1.5	1
5.	1.6	1
5.	1.7	1
5.	1.8	1
5.	1.9	1
5.	2.	1
5.	2.1	1
5.	2.2	1
5.	2.3	1
5.	2.4	1
5.	2.5	1
5.	2.6	1
5.	2.7	1
5.	2.8	1
5.	2.9	1
5.	3.	1
10.	0.	1
10.	0.1	1
10.	0.2	1
10.	0.3	1
10.	0.4	1
10.	0.5	1
10.	0.6	1
10.	0.7	1
10.	0.8	1
10.	0.9	1
10.	1.	1
10.	1.1	1
10.	1.2	1
10.	1.3	1
10.	1.4	1
10.	1.5	1
10.	1.6	1
10.	1.7	1
10.	1.8	1
10.	1.9	1
10.	2.	1
10.	2.1	1
10.	2.2	1
10.	2.3	1
10.	2.4	1
10.	2.5	1
10.	2.6	1
10.	2.7	1
10.	2.8	1
10.	2.9	1
10.	3.	1
20.	0.	1
20.	0.1	1
20.	0.2	1
20.	0.3	1
20.	0.4	1
20.	0.5	1
20.	0.6	1
20.	0.7	1
20.	0.8	1
20.	0.9	1
20.	1.	1
20.	1.1	1
20.	1.2	1
20.	1.3	1
20.	1.4	1
20.	1.5	1
20.	1.6	1
20.	1.7	1
20.	1.8	1
20.	1.9	1
20.	2.	1
20.	2.1	1
20.	2.2	1
20.	2.3	1
20.	2.4	1
20.	2.5	1
20.	2.6	1
20.	2.7	1
20.	2.8	1
20.	2.9	1
20.	3.	1
20.	0.	1
20.	0.1	1
20.	0.2	1
20.	0.3	1
20.	0.4	1
20.	0.5	1
20.	0.6	1
20.	0.7	1
20.	0.8	1
20.	0.9	1
20.	1.	1
20.	1.1	1
20.	1.2	1
20.	1.3	1
20.	1.4	1
20.	1.5	1
20.	1.6	1
20.	1.7	1
20.	1.8	1
20.	1.9	1
20.	2.	1
20.	2.1	1
20.	2.2	1
20.	2.3	1
20.	2.4	1
20.	2.5	1
20.	2.6	1
20.	2.7	1
20.	2.8	1
20.	2.9	1
20.	3.	1
100.	0.	1
100.	0.1	1
100.	0.2	1
100.	0.3	1
100.	0.4	1
100.	0.5	1
100.	0.6	1
100.	0.7	1
100.	0.8	1
100.	0.9	1
100.	1.	1
100.	1.1	1
100.	1.2	1
100.	1.3	1
100.	1.4	1
100.	1.5	1
100.	1.6	1
100.	1.7	1
100.	1.8	1
100.	1.9	1
100.	2.	1
100.	2.1	1
100.	2.2	1
100.	2.3	1
100.	2.4	1
100.	2.5	1
100.	2.6	1
100.	2.7	1
